kmeans_test_y,y_test_preds_new,y_test_benign,y_test_preds_combined,test_probabilities
1.0,1.0,1.0,1.0,0.99999905
1.0,1.0,1.0,1.0,0.99999976
0.0,0.0,0.0,0.0,0.0037124893
0.0,1.0,1.0,1.0,0.45906085
1.0,1.0,1.0,1.0,0.9999993
1.0,1.0,1.0,1.0,0.999997
0.0,0.0,0.0,0.0,1.2900846e-06
0.0,0.0,0.0,0.0,6.7549413e-06
0.0,0.0,0.0,0.0,0.0002229261
0.0,1.0,1.0,1.0,0.058132313
0.0,0.0,0.0,0.0,1.1498752e-05
1.0,1.0,1.0,1.0,0.99999976
1.0,1.0,1.0,1.0,0.99999464
0.0,1.0,1.0,1.0,0.9544172
0.0,0.0,0.0,0.0,2.4387298e-05
0.0,1.0,1.0,1.0,0.45906085
0.0,0.0,0.0,0.0,5.8489106e-05
0.0,0.0,0.0,0.0,1.1225095e-05
0.0,1.0,1.0,1.0,0.021980673
0.0,0.0,0.0,0.0,5.2347023e-06
1.0,1.0,1.0,1.0,0.9999945
1.0,1.0,1.0,1.0,0.99997985
1.0,1.0,1.0,1.0,0.99999976
1.0,0.0,1.0,1.0,0.004913291
0.0,0.0,0.0,0.0,0.00014702647
0.0,0.0,0.0,0.0,1.2328978e-06
0.0,1.0,1.0,1.0,0.9997582
1.0,1.0,1.0,1.0,0.999997
0.0,0.0,0.0,0.0,1.7831086e-05
1.0,1.0,1.0,1.0,0.99999976
1.0,1.0,1.0,1.0,0.999997
1.0,1.0,1.0,1.0,0.9999982
0.0,1.0,0.0,1.0,0.57040215
0.0,1.0,1.0,1.0,0.014002816
0.0,0.0,0.0,0.0,5.346124e-06
1.0,1.0,1.0,1.0,0.99999905
1.0,1.0,1.0,1.0,0.9999987
0.0,0.0,0.0,0.0,0.0006802078
0.0,1.0,1.0,1.0,0.012298047
0.0,1.0,1.0,1.0,0.93969125
0.0,1.0,1.0,1.0,0.9833293
1.0,1.0,1.0,1.0,0.9999994
0.0,0.0,0.0,0.0,7.4970326e-06
0.0,1.0,1.0,1.0,0.36486205
1.0,1.0,1.0,1.0,0.99999964
0.0,0.0,0.0,0.0,4.9674604e-06
0.0,1.0,1.0,1.0,0.94043314
0.0,0.0,0.0,0.0,1.5966101e-05
0.0,1.0,1.0,1.0,0.9862088
1.0,1.0,1.0,1.0,0.0070326864
0.0,0.0,0.0,0.0,4.5732827e-06
0.0,0.0,0.0,0.0,2.9641476e-06
0.0,1.0,0.0,1.0,0.6645786
1.0,1.0,1.0,1.0,0.9959919
0.0,0.0,0.0,0.0,1.2556927e-06
1.0,1.0,1.0,1.0,0.9999924
0.0,0.0,0.0,0.0,0.00011339776
1.0,1.0,1.0,1.0,0.9999994
0.0,1.0,1.0,1.0,0.8803825
0.0,0.0,0.0,0.0,0.0014995013
0.0,1.0,1.0,1.0,0.5444031
0.0,1.0,0.0,1.0,0.6645786
0.0,0.0,0.0,0.0,2.379064e-06
1.0,1.0,1.0,1.0,0.9999975
0.0,1.0,1.0,1.0,0.69710404
1.0,1.0,1.0,1.0,0.99999964
1.0,1.0,1.0,1.0,0.9999981
1.0,1.0,1.0,1.0,0.99999607
0.0,0.0,0.0,0.0,6.0380657e-06
0.0,1.0,0.0,1.0,0.6645786
0.0,0.0,0.0,0.0,1.1225095e-05
0.0,1.0,0.0,1.0,0.018305488
1.0,1.0,1.0,1.0,0.99999905
0.0,1.0,1.0,1.0,0.016554505
0.0,0.0,0.0,0.0,7.49671e-06
1.0,1.0,1.0,1.0,0.9999982
0.0,0.0,0.0,0.0,1.9135296e-06
0.0,0.0,0.0,0.0,2.36711e-06
0.0,0.0,0.0,0.0,2.4286688e-05
0.0,0.0,0.0,0.0,3.9034953e-06
1.0,1.0,1.0,1.0,0.99999905
0.0,0.0,0.0,0.0,1.1225095e-05
0.0,1.0,1.0,1.0,0.9980844
0.0,1.0,1.0,1.0,0.99986434
1.0,1.0,1.0,1.0,0.02282721
1.0,1.0,1.0,1.0,0.39269027
1.0,1.0,1.0,1.0,0.99999917
1.0,1.0,1.0,1.0,0.9999386
1.0,1.0,0.0,1.0,0.99523205
1.0,1.0,1.0,1.0,0.9999995
0.0,0.0,0.0,0.0,0.00017833097
1.0,1.0,1.0,1.0,0.9999846
0.0,0.0,0.0,0.0,1.0509839e-05
0.0,0.0,0.0,0.0,1.35381715e-05
0.0,1.0,0.0,1.0,0.57040215
1.0,1.0,1.0,1.0,0.99999976
1.0,1.0,1.0,1.0,0.9999999
0.0,1.0,1.0,1.0,0.8728437
0.0,1.0,1.0,1.0,0.23226202
0.0,0.0,0.0,0.0,4.7078684e-06
0.0,0.0,0.0,0.0,1.709826e-05
0.0,1.0,1.0,1.0,0.9971551
0.0,1.0,1.0,1.0,0.9999994
0.0,1.0,1.0,1.0,0.5770138
1.0,1.0,1.0,1.0,0.9999651
0.0,1.0,1.0,1.0,0.9489206
0.0,0.0,0.0,0.0,1.9900683e-05
1.0,1.0,1.0,1.0,0.999997
1.0,1.0,1.0,1.0,0.9999988
0.0,1.0,1.0,1.0,0.028846331
0.0,0.0,0.0,0.0,1.1225095e-05
0.0,0.0,0.0,0.0,4.1330037e-05
0.0,0.0,1.0,0.0,0.0009057175
0.0,0.0,0.0,0.0,1.7831086e-05
0.0,0.0,0.0,0.0,2.099709e-05
0.0,1.0,0.0,1.0,0.45145762
1.0,1.0,1.0,1.0,0.99999595
0.0,0.0,0.0,0.0,2.082122e-06
0.0,0.0,0.0,0.0,2.3178787e-05
1.0,1.0,1.0,1.0,0.99999905
0.0,0.0,0.0,0.0,3.3106446e-06
0.0,0.0,0.0,0.0,2.4119488e-05
0.0,0.0,0.0,0.0,0.00012685178
0.0,1.0,0.0,1.0,0.6154662
1.0,1.0,1.0,1.0,0.9999988
0.0,0.0,0.0,0.0,9.100058e-06
0.0,0.0,1.0,0.0,1.1956794e-05
0.0,0.0,0.0,0.0,5.1399405e-05
1.0,1.0,1.0,1.0,0.99999976
0.0,1.0,1.0,1.0,0.9964647
0.0,0.0,0.0,0.0,3.644575e-05
0.0,0.0,0.0,0.0,2.8445013e-05
1.0,1.0,1.0,1.0,0.9999987
1.0,1.0,1.0,1.0,0.014110779
0.0,1.0,1.0,1.0,0.56306046
1.0,1.0,1.0,1.0,0.9999987
0.0,0.0,0.0,0.0,1.7748298e-05
0.0,0.0,0.0,0.0,1.35381715e-05
0.0,1.0,1.0,1.0,0.5147699
1.0,1.0,1.0,1.0,0.99999964
1.0,1.0,1.0,1.0,0.9486482
1.0,1.0,0.0,1.0,0.011168263
0.0,0.0,0.0,0.0,2.346966e-05
1.0,1.0,1.0,1.0,0.9999988
0.0,0.0,0.0,0.0,0.00017677918
0.0,0.0,0.0,0.0,0.0014001501
0.0,1.0,0.0,1.0,0.2786936
0.0,1.0,1.0,1.0,0.2162915
0.0,0.0,0.0,0.0,5.7225534e-06
1.0,1.0,1.0,1.0,0.9999995
1.0,1.0,1.0,1.0,0.9999975
0.0,0.0,0.0,0.0,2.3178787e-05
0.0,0.0,0.0,0.0,6.143583e-06
0.0,1.0,1.0,1.0,0.99928194
0.0,0.0,0.0,0.0,1.1963124e-05
0.0,0.0,0.0,0.0,6.4430674e-06
0.0,1.0,0.0,1.0,0.6154662
1.0,1.0,1.0,1.0,0.9999995
0.0,0.0,0.0,0.0,9.100058e-06
0.0,1.0,1.0,1.0,0.6367158
1.0,1.0,1.0,1.0,0.9999386
0.0,0.0,0.0,0.0,6.8751876e-07
1.0,1.0,1.0,1.0,0.9999949
0.0,0.0,0.0,0.0,1.1225095e-05
0.0,0.0,1.0,0.0,3.644575e-05
0.0,1.0,1.0,1.0,0.0057633906
1.0,1.0,1.0,1.0,0.99999976
0.0,0.0,0.0,0.0,2.3178787e-05
1.0,1.0,1.0,1.0,0.98478913
0.0,1.0,0.0,1.0,0.6645786
1.0,1.0,1.0,1.0,0.99999464
0.0,0.0,0.0,0.0,1.7831086e-05
0.0,0.0,0.0,0.0,2.322668e-06
0.0,1.0,1.0,1.0,0.9990332
1.0,1.0,1.0,1.0,0.9999945
0.0,0.0,1.0,0.0,0.0016793996
0.0,0.0,0.0,0.0,3.368829e-05
1.0,1.0,1.0,1.0,0.9999924
0.0,0.0,0.0,0.0,1.5650818e-06
0.0,0.0,0.0,0.0,5.346124e-06
1.0,1.0,1.0,1.0,0.9999993
0.0,1.0,0.0,1.0,0.00887815
0.0,1.0,0.0,1.0,0.99029607
1.0,1.0,1.0,1.0,0.0196038
1.0,1.0,0.0,1.0,0.99952364
1.0,1.0,1.0,1.0,0.9999988
0.0,1.0,1.0,1.0,0.91500306
1.0,1.0,1.0,1.0,0.9999945
0.0,0.0,0.0,0.0,7.2940766e-06
0.0,1.0,1.0,1.0,0.11873861
1.0,1.0,0.0,1.0,0.9997452
0.0,1.0,1.0,1.0,0.81002855
0.0,0.0,0.0,0.0,9.667916e-06
0.0,0.0,0.0,0.0,5.8489106e-05
1.0,1.0,1.0,1.0,0.99999595
0.0,1.0,0.0,1.0,0.6852881
0.0,0.0,1.0,0.0,0.000779349
0.0,0.0,0.0,0.0,1.7831086e-05
0.0,0.0,0.0,0.0,9.525895e-06
0.0,0.0,0.0,0.0,5.224518e-06
0.0,0.0,0.0,0.0,7.5140892e-06
0.0,1.0,1.0,1.0,0.9997186
0.0,0.0,0.0,0.0,1.4871929e-05
0.0,0.0,0.0,0.0,0.00023187957
0.0,0.0,0.0,0.0,6.250771e-06
0.0,0.0,1.0,0.0,3.644575e-05
1.0,1.0,1.0,1.0,0.99999774
1.0,1.0,1.0,1.0,0.18976109
0.0,1.0,1.0,1.0,0.015283502
1.0,1.0,1.0,1.0,0.99999964
0.0,1.0,0.0,1.0,0.9999509
0.0,0.0,0.0,0.0,2.41073e-05
0.0,0.0,0.0,0.0,3.3815961e-06
1.0,1.0,1.0,1.0,0.99998856
0.0,1.0,1.0,1.0,0.9999856
1.0,1.0,1.0,1.0,0.24043728
0.0,1.0,1.0,1.0,0.01226291
0.0,0.0,0.0,0.0,1.9089598e-06
1.0,1.0,1.0,1.0,0.9999964
0.0,0.0,0.0,0.0,5.7509806e-06
0.0,0.0,0.0,0.0,1.0152941e-05
1.0,1.0,1.0,1.0,0.9999987
1.0,1.0,1.0,1.0,0.99998856
0.0,0.0,0.0,0.0,5.8489106e-05
0.0,0.0,0.0,0.0,1.585879e-06
0.0,0.0,0.0,0.0,1.6946033e-06
0.0,1.0,0.0,1.0,0.6645786
1.0,1.0,1.0,1.0,0.99999905
0.0,1.0,1.0,1.0,0.40151206
0.0,0.0,1.0,0.0,0.0009057175
0.0,1.0,1.0,1.0,0.99899405
0.0,0.0,0.0,0.0,1.35381715e-05
0.0,0.0,0.0,0.0,3.1023792e-06
1.0,1.0,0.0,1.0,0.9999999
0.0,1.0,0.0,1.0,0.6645786
0.0,1.0,1.0,1.0,0.009974841
0.0,0.0,0.0,0.0,1.4399276e-05
0.0,0.0,0.0,0.0,1.8281436e-06
0.0,1.0,1.0,1.0,0.99956447
0.0,1.0,1.0,1.0,0.55660826
0.0,0.0,0.0,0.0,1.35381715e-05
1.0,1.0,1.0,1.0,0.99999976
0.0,1.0,1.0,1.0,0.9994124
0.0,1.0,1.0,1.0,0.10189133
0.0,1.0,0.0,1.0,0.45781407
0.0,1.0,1.0,1.0,0.9974809
0.0,0.0,0.0,0.0,1.7804105e-05
0.0,0.0,0.0,0.0,1.2283032e-06
0.0,0.0,0.0,0.0,1.1595066e-06
1.0,1.0,1.0,1.0,0.9999949
0.0,1.0,1.0,1.0,0.97029006
1.0,1.0,1.0,1.0,0.99997354
0.0,1.0,0.0,1.0,0.9891165
0.0,1.0,1.0,1.0,0.9999522
0.0,0.0,0.0,0.0,2.346966e-05
1.0,1.0,1.0,1.0,0.99998915
0.0,0.0,0.0,0.0,0.00060785084
0.0,0.0,0.0,0.0,0.0026496148
1.0,1.0,1.0,1.0,0.99999976
0.0,1.0,1.0,1.0,0.3095542
1.0,1.0,1.0,1.0,0.9999943
0.0,1.0,1.0,1.0,0.9971551
0.0,1.0,1.0,1.0,0.99986434
0.0,0.0,0.0,0.0,4.364507e-06
1.0,1.0,1.0,1.0,0.61115354
1.0,1.0,1.0,1.0,0.9999987
0.0,0.0,1.0,0.0,7.435974e-06
0.0,0.0,0.0,0.0,3.2824762e-06
0.0,0.0,0.0,0.0,2.0193529e-05
0.0,1.0,1.0,1.0,0.86574966
0.0,0.0,1.0,0.0,1.1956794e-05
0.0,1.0,1.0,1.0,0.9997186
0.0,1.0,1.0,1.0,0.99986434
0.0,1.0,1.0,1.0,0.99999356
0.0,1.0,1.0,1.0,0.05114988
0.0,0.0,0.0,0.0,1.2670906e-06
1.0,1.0,1.0,1.0,0.99999964
1.0,1.0,1.0,1.0,0.9999919
0.0,0.0,0.0,0.0,0.0013246457
0.0,0.0,0.0,0.0,1.8982308e-06
0.0,1.0,0.0,1.0,0.03393431
0.0,1.0,1.0,1.0,0.99825114
0.0,1.0,1.0,1.0,0.08660896
1.0,1.0,1.0,1.0,0.9999958
0.0,0.0,0.0,0.0,3.1419888e-06
0.0,1.0,1.0,1.0,0.058132313
0.0,0.0,0.0,0.0,0.00016701293
1.0,1.0,1.0,1.0,0.9999933
0.0,1.0,1.0,1.0,0.5541753
0.0,1.0,1.0,1.0,0.040198643
0.0,1.0,0.0,1.0,0.009098225
0.0,1.0,1.0,1.0,0.03768974
1.0,1.0,1.0,1.0,0.9999988
0.0,0.0,0.0,0.0,0.00032119607
0.0,0.0,0.0,0.0,1.4399276e-05
0.0,0.0,0.0,0.0,1.9900683e-05
0.0,0.0,0.0,0.0,1.5887637e-05
0.0,0.0,0.0,0.0,5.8761475e-06
1.0,1.0,1.0,1.0,0.9999906
0.0,0.0,0.0,0.0,5.499612e-06
0.0,0.0,0.0,0.0,1.35381715e-05
0.0,0.0,0.0,0.0,8.841565e-06
0.0,1.0,1.0,1.0,0.7486602
0.0,0.0,0.0,0.0,5.4449683e-05
1.0,1.0,1.0,1.0,0.99999964
0.0,1.0,1.0,1.0,0.99999106
0.0,0.0,0.0,0.0,1.9841484e-05
0.0,0.0,0.0,0.0,2.3178787e-05
1.0,1.0,1.0,1.0,0.9999988
0.0,1.0,1.0,1.0,0.014643895
0.0,0.0,0.0,0.0,1.0992573e-05
0.0,0.0,0.0,0.0,1.8387797e-06
0.0,1.0,0.0,1.0,0.6645786
0.0,0.0,0.0,0.0,1.8013789e-06
1.0,1.0,1.0,1.0,0.9999995
0.0,0.0,0.0,0.0,0.0018279761
0.0,0.0,0.0,0.0,0.0026366347
0.0,0.0,0.0,0.0,1.7831086e-05
0.0,0.0,0.0,0.0,8.638292e-05
1.0,1.0,1.0,1.0,0.99998915
0.0,1.0,1.0,1.0,0.99986434
1.0,1.0,1.0,1.0,0.054481104
1.0,1.0,1.0,1.0,0.99999976
0.0,0.0,0.0,0.0,1.1225095e-05
0.0,0.0,0.0,0.0,5.954556e-05
0.0,1.0,1.0,1.0,0.99643564
0.0,1.0,0.0,1.0,0.9999324
0.0,0.0,0.0,0.0,1.35381715e-05
0.0,1.0,0.0,1.0,0.8667904
0.0,0.0,0.0,0.0,4.3801985e-05
0.0,0.0,0.0,0.0,2.9873986e-06
0.0,0.0,1.0,0.0,0.00055268593
0.0,0.0,0.0,0.0,1.1225095e-05
0.0,1.0,1.0,1.0,0.9997588
0.0,0.0,0.0,0.0,1.593409e-06
0.0,0.0,0.0,0.0,9.154364e-06
0.0,0.0,0.0,0.0,1.4834313e-06
0.0,1.0,1.0,1.0,0.9992167
0.0,0.0,0.0,0.0,3.9289385e-05
0.0,1.0,1.0,1.0,0.05445343
1.0,1.0,1.0,1.0,0.9999943
0.0,1.0,1.0,1.0,0.99877757
0.0,0.0,0.0,0.0,2.4119488e-05
1.0,1.0,1.0,1.0,0.519933
1.0,1.0,1.0,1.0,0.04566281
1.0,1.0,1.0,1.0,0.9999987
0.0,0.0,1.0,0.0,4.3368473e-05
0.0,1.0,1.0,1.0,0.99273384
0.0,1.0,1.0,1.0,0.9565774
0.0,0.0,0.0,0.0,1.0593303e-06
0.0,1.0,1.0,1.0,0.055098336
0.0,1.0,0.0,1.0,0.9994912
0.0,0.0,0.0,0.0,5.3349606e-05
0.0,1.0,0.0,1.0,0.007034468
1.0,1.0,1.0,1.0,0.99999976
1.0,0.0,0.0,1.0,0.0006368348
1.0,1.0,1.0,1.0,0.99978167
0.0,1.0,1.0,1.0,0.08749037
1.0,1.0,1.0,1.0,0.99999976
0.0,0.0,0.0,0.0,2.3178787e-05
0.0,1.0,1.0,1.0,0.9822307
